 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Abr-Jun/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"261190 RIO FORMOSO";-;-;1;17;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;21
"261200 SAIRE";-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"261210 SALGADINHO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"261220 SALGUEIRO";-;-;-;39;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;46
"261230 SALOA";-;-;-;11;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;14
"261240 SANHARO";-;-;-;10;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;14
"261245 SANTA CRUZ";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"261250 SANTA CRUZ DO CAPIBARIBE";-;-;-;22;4;2;-;2;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;33
"261255 SANTA FILOMENA";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"261260 SANTA MARIA DA BOA VISTA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"261270 SANTA MARIA DO CAMBUCA";-;-;-;8;-;1;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;13
"261280 SANTA TEREZINHA";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"261290 SAO BENEDITO DO SUL";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"261300 SAO BENTO DO UNA";-;-;-;32;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;35
"261310 SAO CAITANO";-;-;-;14;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;19
"261320 SAO JOAO";-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;9
"261330 SAO JOAQUIM DO MONTE";-;-;-;9;1;-;-;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;14
"261340 SAO JOSE DA COROA GRANDE";-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;14
"261350 SAO JOSE DO BELMONTE";-;-;-;8;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
"261360 SAO JOSE DO EGITO";-;-;-;11;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;15
"261370 SAO LOURENCO DA MATA";-;-;-;80;2;3;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;4;-;-;-;93
"261380 SAO VICENTE FERRER";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"261390 SERRA TALHADA";-;-;-;47;1;3;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;1;-;-;1;57
"261400 SERRITA";-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"261410 SERTANIA";-;-;-;19;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;24
"261420 SIRINHAEM";-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;38
"261430 MOREILANDIA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"261440 SOLIDAO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"261450 SURUBIM";-;-;1;35;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;39
"261460 TABIRA";-;-;-;6;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;10
"261470 TACAIMBO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"261480 TACARATU";-;-;-;5;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;8
"261485 TAMANDARE";-;-;-;13;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;18
"261500 TAQUARITINGA DO NORTE";-;-;-;16;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"261510 TEREZINHA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"261520 TERRA NOVA";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"261530 TIMBAUBA";-;-;-;38;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;2;-;-;-;45
"261540 TORITAMA";-;-;-;17;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;21
"261550 TRACUNHAEM";-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"261560 TRINDADE";-;-;-;9;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;16
"261570 TRIUNFO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"261580 TUPANATINGA";-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;7
"261590 TUPARETAMA";-;-;-;4;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"261600 VENTUROSA";-;-;-;12;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"261610 VERDEJANTE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"261618 VERTENTE DO LERIO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"261620 VERTENTES";-;-;-;11;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;14
"261630 VICENCIA";-;-;-;23;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;27
"261640 VITORIA DE SANTO ANTAO";-;-;1;125;4;5;1;-;-;-;-;1;-;2;1;3;1;-;-;1;-;-;4;-;-;-;149
"261650 XEXEU";-;-;-;18;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19
"270010 AGUA BRANCA";-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;10
"270020 ANADIA";-;-;-;10;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"270030 ARAPIRACA";-;-;-;112;17;12;10;-;-;-;4;-;-;4;4;3;-;-;-;-;-;-;8;3;-;-;177
"270040 ATALAIA";-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;13
"270050 BARRA DE SANTO ANTONIO";-;-;-;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"270060 BARRA DE SAO MIGUEL";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270070 BATALHA";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"270080 BELEM";-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270100 BOCA DA MATA";-;-;-;14;2;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;21
"270110 BRANQUINHA";-;-;-;2;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"270120 CACIMBINHAS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270130 CAJUEIRO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"270135 CAMPESTRE";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270140 CAMPO ALEGRE";-;-;-;22;1;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;27
"270150 CAMPO GRANDE";-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270160 CANAPI";-;-;-;7;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"270170 CAPELA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"270180 CARNEIROS";-;-;1;6;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;10
"270190 CHA PRETA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"270200 COITE DO NOIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270210 COLONIA LEOPOLDINA";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"270220 COQUEIRO SECO";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270230 CORURIPE";-;-;-;47;5;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;4;-;-;-;59
"270235 CRAIBAS";-;-;-;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"270240 DELMIRO GOUVEIA";-;-;-;22;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;26
"270250 DOIS RIACHOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270255 ESTRELA DE ALAGOAS";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270260 FEIRA GRANDE";-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"270270 FELIZ DESERTO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270280 FLEXEIRAS";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270290 GIRAU DO PONCIANO";-;-;-;6;4;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;14
"270300 IBATEGUARA";-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"270310 IGACI";-;-;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"270320 IGREJA NOVA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270350 JACUIPE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270360 JAPARATINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"270370 JARAMATAIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270375 JEQUIA DA PRAIA";-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"270380 JOAQUIM GOMES";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"270390 JUNDIA";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270400 JUNQUEIRO";-;-;-;14;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;16
"270410 LAGOA DA CANOA";-;-;-;5;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;11
"270420 LIMOEIRO DE ANADIA";-;-;-;7;-;1;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;12
"270430 MACEIO";-;-;2;362;84;29;9;-;-;-;3;2;-;7;10;7;-;-;1;6;1;-;12;-;-;-;535
"270440 MAJOR ISIDORO";-;-;-;6;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"270450 MARAGOGI";-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"270460 MARAVILHA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;5
"270470 MARECHAL DEODORO";-;-;-;25;9;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;37
"270480 MARIBONDO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270490 MAR VERMELHO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270500 MATA GRANDE";-;-;1;4;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"270510 MATRIZ DE CAMARAGIBE";-;-;-;11;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;16
"270520 MESSIAS";-;-;-;8;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"270530 MINADOR DO NEGRAO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"270540 MONTEIROPOLIS";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270550 MURICI";-;-;-;7;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"270560 NOVO LINO";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"270570 OLHO D'AGUA DAS FLORES";-;-;2;5;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"270580 OLHO D'AGUA DO CASADO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270590 OLHO D'AGUA GRANDE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"270600 OLIVENCA";-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270610 OURO BRANCO";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"270620 PALESTINA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"270630 PALMEIRA DOS INDIOS";-;-;-;20;4;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;1;-;-;31
"270640 PAO DE ACUCAR";-;-;-;8;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"270642 PARICONHA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"270644 PARIPUEIRA";-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270650 PASSO DE CAMARAGIBE";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270660 PAULO JACINTO";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"270670 PENEDO";-;-;-;19;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;27
"270680 PIACABUCU";-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"270690 PILAR";-;-;-;16;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;19
"270700 PINDOBA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270710 PIRANHAS";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"270720 POCO DAS TRINCHEIRAS";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"270730 PORTO CALVO";-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"270740 PORTO DE PEDRAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270750 PORTO REAL DO COLEGIO";-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"270760 QUEBRANGULO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270770 RIO LARGO";-;-;-;45;7;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;3;-;-;-;62
"270780 ROTEIRO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270790 SANTA LUZIA DO NORTE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"270800 SANTANA DO IPANEMA";-;-;2;20;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;27
"270810 SANTANA DO MUNDAU";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270820 SAO BRAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270830 SAO JOSE DA LAJE";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270840 SAO JOSE DA TAPERA";-;-;1;6;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;12
"270850 SAO LUIS DO QUITUNDE";-;-;-;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"270860 SAO MIGUEL DOS CAMPOS";-;-;-;39;6;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;50
"270870 SAO MIGUEL DOS MILAGRES";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270880 SAO SEBASTIAO";-;-;-;9;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"270890 SATUBA";1;-;-;4;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"270895 SENADOR RUI PALMEIRA";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"270900 TANQUE D'ARCA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270910 TAQUARANA";-;-;-;12;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;16
"270915 TEOTONIO VILELA";-;-;-;19;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;26
"270920 TRAIPU";-;-;-;6;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;11
"270930 UNIAO DOS PALMARES";-;-;1;22;3;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;30
"270940 VICOSA";-;-;-;11;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"280020 AQUIDABA";-;-;-;6;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"280030 ARACAJU";-;-;5;170;32;13;4;-;-;-;3;2;-;8;10;3;1;-;-;2;-;-;8;-;-;-;261
"280040 ARAUA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"280050 AREIA BRANCA";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"280060 BARRA DOS COQUEIROS";-;-;-;10;4;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;19
"280067 BOQUIM";-;-;-;7;1;1;1;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;14
"280070 BREJO GRANDE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280100 CAMPO DO BRITO";-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"280110 CANHOBA";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280120 CANINDE DE SAO FRANCISCO";-;-;-;8;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;12
"280130 CAPELA";-;-;1;14;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;17
"280140 CARIRA";-;-;-;6;-;-;-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;10
"280150 CARMOPOLIS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;6
"280160 CEDRO DE SAO JOAO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280170 CRISTINAPOLIS";-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"280190 CUMBE";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280200 DIVINA PASTORA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280210 ESTANCIA";-;-;2;31;1;2;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;40
"280220 FEIRA NOVA";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"280230 FREI PAULO";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;4
"280240 GARARU";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280250 GENERAL MAYNARD";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280260 GRACHO CARDOSO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280270 ILHA DAS FLORES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;4
"280280 INDIAROBA";-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;9
"280290 ITABAIANA";-;-;-;48;4;3;-;-;-;-;2;-;-;1;3;1;-;-;-;-;1;-;2;-;-;-;65
"280300 ITABAIANINHA";-;-;-;14;1;2;-;-;-;-;2;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;23
"280310 ITABI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280320 ITAPORANGA D'AJUDA";-;-;-;11;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;14
"280330 JAPARATUBA";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;12
"280340 JAPOATA";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"280350 LAGARTO";-;-;-;34;2;2;-;-;-;-;1;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;44
"280360 LARANJEIRAS";-;-;-;12;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"280370 MACAMBIRA";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"280380 MALHADA DOS BOIS";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"280390 MALHADOR";-;-;-;7;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"280400 MARUIM";-;-;-;7;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;10
"280410 MOITA BONITA";-;-;1;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"280420 MONTE ALEGRE DE SERGIPE";-;-;-;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"280430 MURIBECA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"280440 NEOPOLIS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;5
"280445 NOSSA SENHORA APARECIDA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280450 NOSSA SENHORA DA GLORIA";-;-;1;8;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"280460 NOSSA SENHORA DAS DORES";-;-;1;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"280470 NOSSA SENHORA DE LOURDES";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
