 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2019
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"316553 SARZEDO";-;-;-;12;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"316555 SETUBINHA";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"316556 SEM-PEIXE";-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"316557 SENADOR AMARAL";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"316560 SENADOR CORTES";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316570 SENADOR FIRMINO";-;-;-;3;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316580 SENADOR JOSE BENTO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316590 SENADOR MODESTINO GONCALVES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316600 SENHORA DE OLIVEIRA";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"316610 SENHORA DO PORTO";-;-;-;3;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316620 SENHORA DOS REMEDIOS";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;9
"316630 SERICITA";-;-;-;3;1;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"316640 SERITINGA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"316650 SERRA AZUL DE MINAS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"316670 SERRA DOS AIMORES";-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"316680 SERRA DO SALITRE";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"316690 SERRANIA";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"316695 SERRANOPOLIS DE MINAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316700 SERRANOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316710 SERRO";-;-;-;8;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"316720 SETE LAGOAS";-;-;-;125;20;4;3;-;-;-;-;5;-;4;9;2;-;-;-;4;-;-;6;-;-;-;182
"316730 SILVEIRANIA";-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316740 SILVIANOPOLIS";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"316750 SIMAO PEREIRA";-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316760 SIMONESIA";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"316770 SOBRALIA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;5
"316780 SOLEDADE DE MINAS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316790 TABULEIRO";-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"316800 TAIOBEIRAS";-;-;-;23;2;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;31
"316805 TAPARUBA";-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316810 TAPIRA";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316820 TAPIRAI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316830 TAQUARACU DE MINAS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316840 TARUMIRIM";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;8
"316850 TEIXEIRAS";-;-;-;5;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"316860 TEOFILO OTONI";-;-;-;53;20;4;2;-;-;-;1;6;-;-;4;-;-;-;-;3;1;-;5;1;-;-;100
"316870 TIMOTEO";-;-;4;43;6;4;1;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;61
"316880 TIRADENTES";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"316890 TIROS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3
"316900 TOCANTINS";-;-;-;11;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"316905 TOCOS DO MOJI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316910 TOLEDO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"316920 TOMBOS";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;8
"316930 TRES CORACOES";-;-;-;82;1;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;91
"316935 TRES MARIAS";1;-;-;20;1;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;27
"316940 TRES PONTAS";-;-;-;40;2;3;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;2;-;-;-;50
"316950 TUMIRITINGA";-;-;-;4;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"316960 TUPACIGUARA";-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;16
"316970 TURMALINA";-;-;-;15;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;21
"316980 TURVOLANDIA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"316990 UBA";-;-;-;68;5;7;2;-;-;-;-;-;-;1;2;1;1;-;1;1;-;-;2;-;-;-;91
"317000 UBAI";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;5
"317005 UBAPORANGA";-;-;-;4;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"317010 UBERABA";1;-;12;114;49;4;-;-;1;-;9;-;-;10;4;2;-;-;-;7;1;-;10;1;1;-;226
"317020 UBERLANDIA";-;-;2;318;30;4;2;-;1;-;3;-;-;3;6;10;-;-;-;1;1;-;18;5;1;2;407
"317040 UNAI";-;-;-;26;3;-;2;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;2;-;-;-;36
"317043 UNIAO DE MINAS";-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"317047 URUANA DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"317050 URUCANIA";-;-;1;5;2;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;13
"317052 URUCUIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"317057 VARGEM ALEGRE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"317060 VARGEM BONITA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"317065 VARGEM GRANDE DO RIO PARDO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"317070 VARGINHA";-;-;-;82;18;1;2;-;-;-;-;-;-;3;-;-;-;-;-;2;1;-;6;1;1;-;117
"317075 VARJAO DE MINAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"317080 VARZEA DA PALMA";-;-;-;12;3;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;19
"317090 VARZELANDIA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;8
"317100 VAZANTE";-;-;-;10;1;3;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;17
"317103 VERDELANDIA";-;-;-;8;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"317107 VEREDINHA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"317110 VERISSIMO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"317115 VERMELHO NOVO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"317120 VESPASIANO";-;1;1;27;5;2;1;-;-;-;-;1;-;-;2;2;-;-;-;1;-;-;4;-;-;-;47
"317130 VICOSA";-;-;-;27;7;1;1;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;2;-;-;-;41
"317140 VIEIRAS";-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"317150 MATHIAS LOBATO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"317160 VIRGEM DA LAPA";-;-;-;10;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12
"317170 VIRGINIA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"317180 VIRGINOPOLIS";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"317190 VIRGOLANDIA";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"317200 VISCONDE DO RIO BRANCO";-;-;-;30;5;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;40
"317210 VOLTA GRANDE";-;-;-;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"317220 WENCESLAU BRAZ";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"320010 AFONSO CLAUDIO";-;-;-;13;5;1;-;-;-;-;1;-;-;-;2;1;-;-;-;1;-;-;3;-;-;-;27
"320013 AGUIA BRANCA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320016 AGUA DOCE DO NORTE";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"320020 ALEGRE";-;-;-;20;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;28
"320030 ALFREDO CHAVES";-;-;-;2;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;7
"320035 ALTO RIO NOVO";-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"320040 ANCHIETA";-;-;-;12;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;16
"320050 APIACA";-;-;-;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"320060 ARACRUZ";-;-;3;43;6;1;-;-;-;-;-;-;-;-;5;1;-;-;-;4;-;-;6;-;-;-;69
"320070 ATILIO VIVACQUA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;8
"320080 BAIXO GUANDU";-;-;2;20;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24
"320090 BARRA DE SAO FRANCISCO";-;-;-;20;2;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;1;-;-;-;27
"320100 BOA ESPERANCA";-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"320110 BOM JESUS DO NORTE";-;-;1;9;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"320115 BREJETUBA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"320120 CACHOEIRO DE ITAPEMIRIM";-;-;3;119;29;3;2;-;-;-;-;5;-;3;1;2;-;-;-;3;-;-;6;1;-;-;177
"320130 CARIACICA";-;-;9;121;45;7;6;-;-;-;2;1;-;4;9;4;4;-;-;3;-;-;6;2;-;-;223
"320140 CASTELO";-;-;2;18;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3;-;-;-;26
"320150 COLATINA";-;-;4;31;14;7;-;-;-;-;-;1;-;1;2;-;-;-;-;1;-;-;3;-;-;-;64
"320160 CONCEICAO DA BARRA";-;-;-;14;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"320170 CONCEICAO DO CASTELO";-;-;1;4;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;9
"320180 DIVINO DE SAO LOURENCO";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"320190 DOMINGOS MARTINS";-;-;2;17;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;25
"320200 DORES DO RIO PRETO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"320210 ECOPORANGA";-;-;-;15;4;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;22
"320220 FUNDAO";-;-;-;9;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;13
"320225 GOVERNADOR LINDENBERG";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320230 GUACUI";-;-;2;24;1;1;-;-;-;-;1;1;-;2;-;1;-;-;-;-;-;-;2;-;-;-;35
"320240 GUARAPARI";-;-;4;29;14;3;-;-;-;-;1;1;-;4;2;3;-;-;-;-;-;-;4;1;-;-;66
"320245 IBATIBA";-;-;-;10;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;15
"320250 IBIRACU";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"320255 IBITIRAMA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6
"320260 ICONHA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"320265 IRUPI";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"320270 ITAGUACU";-;-;-;3;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;8
"320280 ITAPEMIRIM";-;-;-;24;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;1;-;-;34
"320290 ITARANA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;10
"320300 IUNA";-;-;1;15;2;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;22
"320305 JAGUARE";-;-;-;11;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;17
"320310 JERONIMO MONTEIRO";-;-;-;6;2;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;13
"320313 JOAO NEIVA";-;-;2;5;4;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;15
"320316 LARANJA DA TERRA";-;-;-;6;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;10
"320320 LINHARES";-;-;2;73;15;5;4;-;-;-;-;-;-;-;2;2;1;-;-;9;-;-;5;2;-;-;120
"320330 MANTENOPOLIS";-;-;2;6;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"320332 MARATAIZES";-;-;-;19;7;2;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;31
"320334 MARECHAL FLORIANO";1;-;-;7;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;13
"320335 MARILANDIA";-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"320340 MIMOSO DO SUL";-;-;-;15;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;22
"320350 MONTANHA";-;-;1;9;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;13
"320360 MUCURICI";-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;9
"320370 MUNIZ FREIRE";-;-;1;9;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;14
"320380 MUQUI";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"320390 NOVA VENECIA";-;-;1;25;5;-;-;-;-;-;1;-;-;1;1;-;-;-;-;1;-;-;1;-;-;-;36
"320400 PANCAS";-;-;-;2;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"320405 PEDRO CANARIO";-;-;-;8;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;14
"320410 PINHEIROS";-;-;-;11;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"320420 PIUMA";-;-;-;5;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;9
"320425 PONTO BELO";-;-;-;4;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;7
"320430 PRESIDENTE KENNEDY";-;-;-;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"320435 RIO BANANAL";-;-;1;5;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;9
"320440 RIO NOVO DO SUL";-;-;-;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"320450 SANTA LEOPOLDINA";-;-;-;2;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"320455 SANTA MARIA DE JETIBA";-;-;2;11;1;1;1;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;22
"320460 SANTA TERESA";-;-;-;21;-;2;-;-;-;-;-;-;-;1;2;1;-;-;-;2;-;-;-;-;-;-;29
"320465 SAO DOMINGOS DO NORTE";-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"320470 SAO GABRIEL DA PALHA";-;-;4;7;4;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;19
"320480 SAO JOSE DO CALCADO";-;-;3;17;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"320490 SAO MATEUS";-;-;1;69;6;5;1;-;-;-;2;1;-;-;2;1;-;-;-;1;-;-;2;-;-;-;91
"320495 SAO ROQUE DO CANAA";-;-;1;6;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"320500 SERRA";1;-;18;113;40;-;2;-;-;-;-;1;-;4;15;7;1;-;1;5;-;-;16;1;-;1;226
"320501 SOORETAMA";-;-;-;13;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;19
"320503 VARGEM ALTA";-;-;-;13;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"320506 VENDA NOVA DO IMIGRANTE";-;-;-;6;4;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"320510 VIANA";-;-;1;24;6;-;-;-;-;-;1;-;-;3;2;1;1;-;-;1;-;-;-;-;-;-;40
"320515 VILA PAVAO";-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"320517 VILA VALERIO";-;-;-;2;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"320520 VILA VELHA";-;-;10;113;50;6;2;-;-;-;5;-;-;9;9;6;-;-;-;1;-;-;8;2;-;-;221
"320530 VITORIA";1;-;13;102;30;5;9;-;1;-;6;-;-;4;10;4;1;-;1;1;-;-;5;1;-;-;194
"330010 ANGRA DOS REIS";1;-;-;85;19;1;-;-;-;-;-;2;-;2;5;1;-;-;-;-;1;-;4;-;-;-;121
"330015 APERIBE";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"330020 ARARUAMA";-;-;-;19;10;1;-;1;-;-;6;-;-;1;6;-;-;-;-;-;-;-;1;-;-;-;45
"330022 AREAL";-;-;-;7;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;12
"330023 ARMACAO DOS BUZIOS";-;-;-;35;3;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;44
"330025 ARRAIAL DO CABO";-;-;-;22;5;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"330030 BARRA DO PIRAI";-;-;2;94;4;9;-;-;-;-;-;-;-;1;1;2;1;-;-;-;-;-;-;-;-;-;114
"330040 BARRA MANSA";1;-;19;95;11;9;2;1;-;-;1;6;-;4;3;5;1;-;-;1;-;-;5;3;1;-;168
"330045 BELFORD ROXO";-;-;9;171;29;12;2;-;-;-;3;-;-;3;7;2;1;-;-;4;-;-;5;2;-;-;250
"330050 BOM JARDIM";-;-;-;21;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;22
"330060 BOM JESUS DO ITABAPOANA";-;1;-;36;4;4;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;1;1;-;-;50
"330070 CABO FRIO";-;-;-;75;20;5;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;3;1;-;1;108
"330080 CACHOEIRAS DE MACACU";-;-;-;38;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;42
"330090 CAMBUCI";-;-;-;15;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"330093 CARAPEBUS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"330095 COMENDADOR LEVY GASPARIAN";-;-;-;4;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"330100 CAMPOS DOS GOYTACAZES";-;-;2;254;89;14;5;-;-;-;6;3;-;4;8;7;-;-;-;14;-;-;19;1;1;-;427
"330110 CANTAGALO";-;-;-;22;-;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;26
"330115 CARDOSO MOREIRA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"330120 CARMO";-;-;-;19;4;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;28
"330130 CASIMIRO DE ABREU";-;-;-;14;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;19
"330140 CONCEICAO DE MACABU";-;-;-;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;7
"330150 CORDEIRO";-;-;-;16;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;19
"330160 DUAS BARRAS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"330170 DUQUE DE CAXIAS";-;1;-;529;40;27;8;-;-;-;8;3;-;9;7;1;1;-;1;5;-;-;31;2;-;-;673
"330180 ENGENHEIRO PAULO DE FRONTIN";-;-;-;15;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;18
"330185 GUAPIMIRIM";-;-;-;41;7;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;53
"330187 IGUABA GRANDE";-;-;-;-;1;-;2;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;6
"330190 ITABORAI";-;-;2;146;13;5;2;-;1;-;2;-;-;-;2;-;1;-;-;1;-;-;1;2;-;-;178
"330200 ITAGUAI";-;-;-;90;10;3;-;-;-;-;3;-;-;2;4;-;-;-;1;3;-;-;4;-;-;-;120
"330205 ITALVA";-;-;-;9;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;15
"330210 ITAOCARA";-;-;-;25;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;31
"330220 ITAPERUNA";-;-;1;76;35;1;-;-;-;-;2;-;-;-;-;1;-;-;-;4;-;-;8;1;-;-;129
"330225 ITATIAIA";-;-;-;18;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;22
"330227 JAPERI";-;-;-;26;3;3;-;-;-;-;2;-;-;-;2;1;-;-;-;1;-;-;3;-;-;-;41
