"Codigo_Municipio";"Municipio";"0201 Coleta de material";"0209 Diagnostico por endoscopia";"0211 Metodos diagnosticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0402 Cirurgia de glandulas endocrinas";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"Total"
"110011";"JARU";0;0;0;65;429;7;11;34;72;33;0;1;3;2;5;56;27;30;2;147;0;0;0;28;4;0;0;0;0;2;958
"110012";"JI-PARANA";0;0;0;47;569;59;75;79;174;13;2;10;11;4;11;142;87;74;3;265;7;0;1;41;12;0;1;0;2;4;1693
"110013";"MACHADINHO D'OESTE";0;0;0;6;317;6;81;38;45;2;0;9;0;1;4;10;32;21;0;72;0;0;0;19;2;0;0;0;1;3;669
"110014";"NOVA BRASILANDIA D'OESTE";0;0;0;4;200;2;11;9;8;1;0;3;1;2;1;14;9;16;0;52;1;0;1;10;0;0;0;0;1;0;346
"110015";"OURO PRETO DO OESTE";0;0;0;16;309;16;9;27;35;3;1;7;1;1;4;40;12;23;4;63;0;1;0;13;8;0;0;0;0;0;593
"110018";"PIMENTA BUENO";2;0;0;9;1194;27;65;223;28;0;1;1;2;0;1;13;24;17;2;177;2;6;1;24;6;0;0;0;0;0;1825
"110020";"PORTO VELHO";3;0;2;131;3099;169;138;386;887;55;4;75;67;81;59;284;427;550;12;919;25;16;0;326;60;0;19;0;17;27;7838
"110025";"PRESIDENTE MEDICI";0;0;0;9;131;2;12;15;6;3;2;1;4;3;2;33;6;12;1;42;1;0;1;6;1;0;0;0;0;0;293
"110026";"RIO CRESPO";0;0;0;35;15;0;1;2;4;0;0;0;0;0;0;2;1;1;0;2;0;0;0;3;1;0;0;0;0;0;67
"110028";"ROLIM DE MOURA";1;0;0;144;597;21;20;58;31;3;2;6;3;3;2;30;39;33;3;193;3;1;1;44;7;0;0;0;1;2;1248
"110029";"SANTA LUZIA D'OESTE";0;0;0;2;154;2;3;15;1;1;0;1;1;0;1;8;6;5;0;13;0;0;0;7;1;0;0;0;0;0;221
"110030";"VILHENA";0;0;0;276;1041;27;45;33;116;6;5;1;15;2;10;124;206;77;1;275;9;4;0;25;3;0;1;0;0;0;2302
"110032";"SAO MIGUEL DO GUAPORE";0;0;0;12;226;2;13;24;10;2;0;0;1;0;2;22;15;19;1;72;0;0;2;8;3;0;0;0;0;0;434
"110033";"NOVA MAMORE";1;0;0;9;241;8;5;28;30;2;0;2;4;0;5;6;26;6;1;27;0;0;0;9;0;0;1;0;0;0;411
"110034";"ALVORADA D'OESTE";0;0;0;26;109;5;6;9;13;0;0;0;2;0;3;17;3;9;0;8;0;0;0;9;0;0;0;0;0;0;219
"110037";"ALTO ALEGRE DOS PARECIS";0;0;0;2;109;13;16;10;5;0;0;0;2;0;1;8;8;7;0;28;0;0;0;2;1;0;1;0;0;1;214
"110040";"ALTO PARAISO";0;0;0;5;127;6;9;6;18;1;0;6;2;0;0;5;16;4;0;8;0;2;0;9;2;0;0;0;1;0;227
"110045";"BURITIS";1;0;0;8;154;3;8;33;30;2;0;3;5;3;1;11;26;5;0;30;1;0;0;14;4;0;0;0;2;3;347
"110050";"NOVO HORIZONTE DO OESTE";0;0;0;5;131;1;1;7;0;0;1;0;1;0;0;1;2;4;0;16;0;0;0;4;2;0;0;0;0;0;176
"110060";"CACAULANDIA";0;0;0;1;18;1;2;6;6;1;0;0;0;0;1;3;3;0;0;3;0;0;0;3;1;0;0;0;1;0;50
"110070";"CAMPO NOVO DE RONDONIA";0;0;0;2;47;0;5;6;8;0;0;1;1;0;3;4;3;1;1;6;0;0;0;5;0;0;1;0;0;0;94
"110080";"CANDEIAS DO JAMARI";2;1;0;6;132;9;3;33;18;7;1;6;4;2;3;12;19;11;0;40;0;2;0;19;4;0;0;0;0;5;339
"110090";"CASTANHEIRAS";0;0;0;1;15;2;1;1;1;0;0;0;0;0;0;2;3;2;0;9;0;0;0;1;0;0;0;0;0;0;38
"110092";"CHUPINGUAIA";0;0;0;11;43;3;3;1;5;0;0;0;2;0;2;4;12;6;0;22;1;0;0;4;0;0;0;0;0;6;125
"110094";"CUJUBIM";0;0;0;16;108;0;2;13;19;1;0;1;0;0;3;5;11;5;0;13;0;0;0;11;2;0;1;0;0;0;211
"110100";"GOVERNADOR JORGE TEIXEIRA";0;0;0;1;14;0;1;1;5;0;0;0;0;0;2;3;4;3;1;8;0;0;0;5;0;0;0;0;0;0;48
"110110";"ITAPUA DO OESTE";0;0;0;4;42;4;2;8;12;1;0;0;1;0;2;3;9;2;1;5;0;0;0;1;0;0;1;0;1;0;99
"110120";"MINISTRO ANDREAZZA";0;0;0;3;52;13;3;5;2;0;0;0;0;0;0;3;10;0;0;11;0;0;1;6;0;0;0;0;0;0;109
"110130";"MIRANTE DA SERRA";0;0;0;1;100;1;4;10;11;0;1;0;0;0;0;5;9;2;0;19;0;0;0;6;0;0;0;0;2;0;171
"110140";"MONTE NEGRO";0;0;0;3;92;1;9;18;9;2;0;0;1;2;1;7;10;4;0;12;0;1;0;8;1;0;0;0;0;0;181
"110143";"NOVA UNIAO";0;0;0;1;32;1;2;4;4;0;0;1;2;0;0;3;4;3;0;7;0;0;0;1;0;0;0;0;0;0;65
"110145";"PARECIS";0;0;0;48;12;0;0;4;3;0;0;0;2;0;2;1;4;1;0;10;0;1;0;4;0;0;0;0;0;0;92
"110146";"PIMENTEIRAS DO OESTE";0;0;0;6;31;2;0;1;3;1;0;0;0;0;0;3;2;2;0;5;0;0;0;2;1;0;0;0;0;0;59
"110147";"PRIMAVERA DE RONDONIA";0;0;0;1;72;4;7;8;1;1;0;0;0;0;0;2;6;0;0;6;0;0;0;2;0;0;0;0;0;0;110
"110148";"SAO FELIPE D'OESTE";0;0;0;0;27;3;2;5;1;1;0;0;0;0;0;4;6;0;1;3;0;0;0;0;0;0;0;0;0;0;53
"110149";"SAO FRANCISCO DO GUAPORE";0;0;0;8;148;6;8;14;17;1;0;1;1;0;0;22;13;12;0;49;3;0;0;11;1;0;0;0;0;0;315
"110150";"SERINGUEIRAS";1;0;0;12;102;1;6;7;4;1;1;1;1;0;2;9;12;7;0;20;0;0;0;4;0;0;0;0;1;3;195
"110155";"TEIXEIROPOLIS";0;0;0;2;25;1;9;1;3;1;2;0;1;0;0;4;0;2;0;4;0;0;0;2;0;0;1;0;0;0;58
"110160";"THEOBROMA";0;0;0;1;58;3;0;9;5;1;0;2;0;0;0;5;2;1;0;18;0;0;0;6;2;0;0;0;0;0;113
"110170";"URUPA";0;0;0;1;62;15;3;7;3;0;0;0;2;0;2;10;10;3;0;16;0;0;0;9;2;0;0;0;0;0;145
"110175";"VALE DO ANARI";0;0;0;1;18;8;3;3;6;1;0;0;0;1;0;1;3;0;0;7;0;0;0;3;1;0;0;0;1;0;57
"110180";"VALE DO PARAISO";0;0;0;3;54;1;6;4;1;0;1;1;4;0;0;6;1;2;0;4;0;0;0;4;0;0;0;0;0;0;92
"120001";"ACRELANDIA";0;0;0;6;50;3;0;6;20;0;0;0;2;0;2;19;13;10;1;21;0;2;0;6;1;0;0;0;0;0;162
"120005";"ASSIS BRASIL";0;0;0;13;91;2;1;2;40;1;0;1;0;0;1;1;7;2;0;19;0;0;0;1;0;0;0;0;0;0;182
"120010";"BRASILEIA";0;0;0;69;164;5;11;13;60;0;0;3;2;0;4;15;18;5;0;87;0;1;0;4;0;1;0;0;0;0;462
"120013";"BUJARI";0;0;0;0;24;1;1;2;13;0;0;1;4;0;1;2;11;1;0;10;1;0;0;2;0;0;0;0;0;0;74
"120017";"CAPIXABA";0;0;0;0;30;1;1;0;28;0;0;0;5;0;3;11;6;6;0;15;0;0;0;2;0;0;0;0;0;0;108
"120020";"CRUZEIRO DO SUL";0;1;1;54;642;20;8;14;123;15;1;17;24;13;11;137;109;37;6;133;2;4;0;9;5;0;0;0;2;2;1390
"120025";"EPITACIOLANDIA";0;0;0;31;92;2;9;13;31;0;0;4;2;0;2;3;13;1;0;40;0;3;0;4;0;0;0;0;0;0;250
"120030";"FEIJO";0;0;0;7;37;4;3;6;17;0;0;2;3;0;0;18;14;1;0;11;0;0;0;5;0;0;0;0;1;2;131
"120032";"JORDAO";0;0;0;1;11;1;0;2;6;0;0;0;0;0;1;2;4;0;0;4;1;0;0;1;0;0;0;0;0;0;34
"120033";"MANCIO LIMA";2;0;0;10;51;5;1;3;26;4;0;1;2;3;0;16;11;5;0;24;0;0;0;4;1;0;0;0;0;0;169
"120034";"MANOEL URBANO";0;0;0;16;67;0;2;15;30;0;0;0;2;0;1;7;10;5;0;11;0;0;0;2;0;0;0;0;0;1;169
"120035";"MARECHAL THAUMATURGO";0;0;0;49;63;2;0;1;37;0;0;2;2;0;0;12;12;0;1;8;0;0;0;3;1;0;0;0;0;0;193
"120038";"PLACIDO DE CASTRO";0;0;0;19;143;8;14;15;39;0;0;1;2;1;2;10;17;6;0;31;0;0;0;4;1;0;0;0;0;0;313
"120039";"PORTO WALTER";0;0;0;2;30;2;0;2;16;0;0;1;3;1;0;6;4;1;0;12;1;0;0;4;0;0;0;0;0;0;85
"120040";"RIO BRANCO";13;0;1;134;1745;127;147;286;742;15;2;84;86;3;72;480;348;192;10;788;11;11;1;117;37;0;0;0;16;37;5505
"120042";"RODRIGUES ALVES";0;0;0;24;115;1;3;4;26;1;0;1;2;1;0;10;13;5;1;20;0;0;0;0;0;0;0;0;0;0;227
"120043";"SANTA ROSA DO PURUS";0;0;0;0;16;0;0;3;9;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;32
"120045";"SENADOR GUIOMARD";1;0;0;6;71;2;7;13;35;1;0;3;1;0;2;24;26;3;0;33;0;0;0;2;1;0;0;0;0;0;231
"120050";"SENA MADUREIRA";1;0;0;37;348;13;18;51;83;0;0;3;7;1;4;24;14;11;3;45;2;0;0;6;5;0;0;0;2;0;678
"120060";"TARAUACA";0;0;0;73;149;5;18;10;107;1;1;1;2;1;2;18;16;7;0;82;3;1;0;4;3;0;0;0;1;0;505
"120070";"XAPURI";2;0;0;23;177;3;15;18;32;0;0;5;2;1;2;10;9;3;0;23;0;0;0;3;1;0;0;0;0;2;331
"120080";"PORTO ACRE";0;0;0;2;46;2;6;7;27;0;0;4;1;1;1;15;12;6;0;14;0;0;0;1;0;0;0;0;0;0;145
"130002";"ALVARAES";0;0;0;1;80;0;5;32;7;0;0;1;1;1;0;13;3;6;0;13;0;0;0;1;0;0;0;0;0;0;164
"130006";"AMATURA";0;0;0;1;32;1;4;4;30;0;0;0;0;0;0;8;0;5;0;4;0;1;0;0;0;0;0;0;0;0;90
"130008";"ANAMA";0;0;0;1;10;0;0;2;12;0;0;1;0;0;0;3;1;0;0;5;0;0;0;3;0;0;0;0;0;0;38
"130010";"ANORI";0;0;0;1;95;2;4;3;41;0;0;1;0;0;1;14;6;1;0;18;1;0;0;4;0;0;0;0;0;0;192
"130014";"APUI";0;0;0;1;98;0;2;12;28;5;0;1;1;0;0;20;9;15;1;39;1;1;0;3;1;0;0;0;1;0;239
"130020";"ATALAIA DO NORTE";0;0;0;0;85;0;0;8;40;0;0;0;0;0;0;14;1;0;0;8;0;1;0;1;0;0;0;0;0;0;158
"130030";"AUTAZES";0;0;0;4;96;4;20;13;106;0;2;0;1;1;1;20;10;1;0;55;1;0;0;2;2;0;0;0;0;0;339
"130040";"BARCELOS";0;0;0;4;57;0;0;2;18;0;0;1;0;1;0;15;2;5;0;15;0;0;0;1;0;0;0;0;0;0;121
"130050";"BARREIRINHA";0;0;0;2;173;6;4;19;91;0;0;0;0;1;1;9;24;6;1;45;0;0;0;4;0;0;0;0;0;0;386
"130060";"BENJAMIN CONSTANT";0;0;0;1;134;1;1;13;144;3;0;0;1;0;0;163;2;2;0;44;0;0;0;1;1;0;0;0;0;1;512
"130063";"BERURI";0;0;0;4;46;2;0;6;81;0;0;0;1;0;0;11;1;3;0;19;1;0;0;2;0;0;0;0;0;0;177
"130068";"BOA VISTA DO RAMOS";0;0;0;1;155;0;5;12;45;0;0;0;0;0;1;10;6;3;0;29;0;0;0;1;1;0;0;0;0;0;269
"130070";"BOCA DO ACRE";0;0;0;3;375;6;18;41;102;0;0;4;1;0;3;38;16;20;1;86;3;0;0;7;1;0;0;0;0;0;725
"130080";"BORBA";0;0;0;2;324;0;18;52;114;3;0;0;1;0;0;18;7;9;0;59;3;1;0;6;0;0;0;0;0;0;617
"130083";"CAAPIRANGA";0;0;0;2;105;0;2;22;32;5;0;0;0;0;1;9;4;4;0;14;0;3;0;4;1;0;0;0;0;0;208
"130090";"CANUTAMA";0;0;0;2;63;0;2;3;17;0;0;0;0;0;0;3;2;4;0;25;0;0;0;0;1;0;0;0;0;0;122
"130100";"CARAUARI";0;0;0;1;130;6;6;16;89;2;0;0;1;0;0;39;6;42;5;56;5;1;0;5;0;0;0;0;0;0;410
"130110";"CAREIRO";0;0;0;9;152;2;3;15;40;1;0;2;0;2;4;40;11;72;0;42;0;1;0;12;1;0;0;0;0;0;409
"130115";"CAREIRO DA VARZEA";0;0;0;3;26;0;1;8;4;0;1;0;2;0;1;10;6;4;0;5;0;1;0;2;2;0;0;0;0;0;76
"130120";"COARI";0;0;0;4;359;3;31;35;288;1;0;0;3;0;1;118;58;78;1;209;6;0;0;9;2;0;0;0;0;0;1206
"130130";"CODAJAS";0;0;0;0;185;3;0;0;100;0;0;0;0;0;0;9;5;6;0;56;0;1;0;2;2;0;0;0;0;0;369
"130140";"EIRUNEPE";0;0;0;1;227;0;4;24;93;0;1;3;0;2;1;29;10;37;0;56;1;1;0;1;1;0;0;0;0;0;492
"130150";"ENVIRA";0;0;0;0;123;1;7;4;36;0;0;0;0;0;1;3;3;4;0;26;0;0;0;0;0;0;0;0;0;0;208
"130160";"FONTE BOA";0;0;0;0;139;2;14;5;79;0;1;0;1;0;0;29;2;5;0;67;0;1;0;3;1;0;0;0;0;0;349
"130165";"GUAJARA";0;0;0;6;141;0;1;2;18;0;0;0;3;0;1;4;10;4;0;13;1;0;0;0;1;0;0;0;0;0;205
"130170";"HUMAITA";0;0;0;5;271;5;11;33;154;5;0;8;4;1;2;60;23;44;1;150;0;0;0;36;4;0;1;0;1;0;819
"130180";"IPIXUNA";0;0;0;3;116;1;1;6;25;0;0;3;1;2;0;11;5;7;0;15;0;0;0;3;0;0;0;0;0;0;199
"130185";"IRANDUBA";0;0;0;10;216;4;2;12;40;3;0;2;3;1;7;80;22;37;0;20;1;3;0;14;2;0;0;0;0;0;479
"130190";"ITACOATIARA";0;0;0;6;359;11;7;35;286;4;1;2;1;1;5;97;35;19;0;183;6;3;0;9;3;0;0;0;0;0;1073
"130195";"ITAMARATI";0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;7
"130200";"ITAPIRANGA";1;0;0;1;20;0;2;2;31;1;0;0;0;0;0;4;4;2;0;9;0;0;0;2;0;0;0;0;0;0;79
"130210";"JAPURA";0;0;0;0;57;0;0;8;19;0;0;0;0;0;0;4;3;3;0;3;0;0;0;1;0;0;0;0;0;0;98
"130220";"JURUA";0;0;0;1;36;0;1;2;24;0;0;0;0;0;0;4;3;0;0;26;0;1;0;1;0;0;0;0;0;0;99
"130230";"JUTAI";0;0;0;0;49;3;6;8;69;2;0;3;1;0;0;18;4;5;0;17;0;0;0;1;0;0;0;0;0;0;186
"130240";"LABREA";1;0;0;3;167;6;4;35;102;3;0;4;3;0;2;31;17;18;1;84;0;0;0;6;0;0;0;0;0;0;487
"130250";"MANACAPURU";0;1;0;44;459;4;12;27;254;2;3;0;2;1;1;120;34;71;1;216;2;2;0;41;4;0;0;0;1;2;1304
"130255";"MANAQUIRI";0;0;0;2;95;0;0;3;31;0;0;0;1;1;0;6;3;0;0;6;1;3;0;4;0;0;0;0;0;0;156
"130260";"MANAUS";4;1;4;855;10335;483;329;471;4663;58;16;129;156;179;299;2143;1034;1026;69;3870;126;214;1;940;217;1;46;0;22;106;27797
"130270";"MANICORE";0;0;0;0;141;3;10;62;119;11;0;3;1;0;1;33;20;10;1;79;1;0;0;13;3;0;1;0;0;0;512
"130280";"MARAA";0;0;0;0;22;2;1;2;12;0;0;0;0;0;0;2;6;1;0;6;1;0;0;1;0;0;0;0;0;0;56
"130290";"MAUES";0;0;0;2;189;5;8;26;220;37;0;0;1;0;3;69;16;39;1;131;4;1;0;7;1;0;0;0;0;0;760
"130300";"NHAMUNDA";0;0;0;0;63;0;2;20;49;0;0;0;0;0;0;24;9;8;0;29;0;1;0;0;0;0;0;0;0;0;205
"130310";"NOVA OLINDA DO NORTE";0;0;0;2;107;4;4;17;68;0;0;0;0;1;0;4;7;1;0;31;1;3;0;6;1;0;0;0;0;0;257
"130320";"NOVO AIRAO";1;0;0;12;55;0;2;1;33;0;1;0;1;0;0;11;13;10;0;17;1;3;0;3;0;0;0;0;0;0;164
"130330";"NOVO ARIPUANA";0;0;0;0;203;1;2;15;1;1;0;0;1;0;1;4;8;3;0;1;0;3;0;10;0;0;0;0;0;0;254
"130340";"PARINTINS";0;0;0;27;573;3;25;52;326;1;0;3;5;2;2;155;104;60;8;209;2;3;0;5;2;0;1;0;0;0;1568
"130350";"PAUINI";0;0;0;2;153;0;1;18;67;0;0;2;0;0;2;3;8;0;0;3;0;0;0;1;0;0;0;0;0;0;260
"130353";"PRESIDENTE FIGUEIREDO";0;0;0;4;171;3;6;11;43;0;0;1;1;0;0;44;11;13;1;22;2;2;0;10;2;0;0;0;0;0;347
"130356";"RIO PRETO DA EVA";0;0;0;6;115;3;4;5;29;0;0;0;1;2;2;20;5;11;0;5;0;5;0;12;3;0;0;0;0;0;228
"130360";"SANTA ISABEL DO RIO NEGRO";0;0;0;0;44;0;4;4;29;3;0;0;0;0;0;2;4;5;0;15;1;1;0;1;0;0;0;0;0;0;113
"130370";"SANTO ANTONIO DO ICA";0;0;0;10;132;1;4;15;109;0;0;0;0;0;0;20;5;15;1;24;0;0;0;1;2;0;0;0;0;0;339
"130380";"SAO GABRIEL DA CACHOEIRA";0;0;0;203;50;2;1;3;5;0;0;2;0;0;0;4;3;0;0;0;0;0;0;3;2;0;0;0;0;0;278
"130390";"SAO PAULO DE OLIVENCA";0;0;0;1;71;0;2;15;32;0;0;0;0;0;0;23;1;3;0;43;1;0;0;0;0;0;0;0;0;0;192
"130395";"SAO SEBASTIAO DO UATUMA";0;0;0;3;51;0;4;0;24;0;0;0;0;0;0;8;3;2;0;16;0;0;0;0;0;0;0;0;0;0;111
"130400";"SILVES";0;0;0;0;48;0;0;6;25;0;0;0;1;0;1;10;2;2;0;9;0;0;0;0;1;0;0;0;0;0;105
"130406";"TABATINGA";0;0;0;0;205;3;6;11;133;0;0;1;2;0;0;54;35;12;0;42;7;0;0;9;1;0;0;0;0;1;522
"130410";"TAPAUA";0;0;0;2;10;0;0;1;1;0;0;0;0;1;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;24
"130420";"TEFE";0;0;0;39;476;8;12;60;296;2;1;2;2;1;3;36;43;21;0;127;3;3;0;4;4;0;0;0;1;0;1144
"130423";"TONANTINS";0;0;0;1;62;0;1;13;77;0;0;0;0;0;1;7;8;6;0;22;1;1;0;2;0;0;0;0;0;0;202
"130426";"UARINI";0;0;0;0;106;0;2;15;54;0;0;0;0;0;0;8;2;7;1;36;0;9;0;0;0;0;0;0;0;0;240
"130430";"URUCARA";0;0;0;0;51;1;4;12;54;0;1;0;0;1;0;7;5;5;0;18;0;0;0;3;0;0;0;0;0;0;162
"130440";"URUCURITUBA";0;0;0;0;20;0;0;3;9;0;0;1;0;0;1;7;3;2;0;11;0;0;0;0;0;0;0;0;0;0;57
"140002";"AMAJARI";0;0;0;10;65;2;0;5;38;0;0;0;0;0;1;4;2;1;0;11;1;0;0;2;1;0;0;0;0;0;143
"140005";"ALTO ALEGRE";0;0;0;19;144;5;4;18;50;0;0;0;2;0;2;5;5;3;0;26;1;0;0;3;0;0;0;0;0;0;287
"140010";"BOA VISTA";10;0;0;418;3347;154;132;357;1289;16;4;41;77;10;32;294;336;97;6;891;50;4;29;170;51;1;3;1;2;10;7832
"140015";"BONFIM";1;0;0;12;87;0;0;9;83;0;0;2;0;0;0;5;8;3;1;30;0;0;1;1;0;0;0;0;0;0;243
"140017";"CANTA";0;0;0;16;89;1;6;7;58;0;0;0;0;0;2;2;5;4;0;34;0;0;0;3;0;0;0;0;0;0;227
"140020";"CARACARAI";0;0;0;11;114;3;4;7;53;0;0;1;2;0;2;17;6;10;0;40;0;0;0;5;1;0;0;0;0;0;276
"140023";"CAROEBE";0;0;0;38;64;0;3;8;24;0;0;1;0;0;0;6;4;15;0;25;0;0;0;0;0;0;0;0;0;0;188
"140028";"IRACEMA";0;0;0;6;25;3;3;3;21;0;0;0;0;0;0;6;4;5;0;9;0;0;0;0;1;0;0;0;0;0;86
"140030";"MUCAJAI";0;0;0;12;118;1;2;13;48;1;0;3;2;1;1;6;8;10;0;36;0;1;0;4;1;0;0;0;0;0;268
"140040";"NORMANDIA";0;0;0;17;107;2;7;9;80;0;0;0;1;0;0;3;7;3;0;28;0;0;1;1;0;0;0;0;0;0;266
"140045";"PACARAIMA";1;1;0;17;163;9;6;21;125;1;0;2;3;0;0;5;4;3;1;50;2;0;0;5;1;0;0;0;0;0;420
"140047";"RORAINOPOLIS";0;0;0;40;252;1;8;20;96;0;0;1;3;1;1;43;14;30;1;119;2;0;0;9;0;0;0;0;0;0;641
"140050";"SAO JOAO DA BALIZA";0;0;0;32;58;0;0;4;15;0;0;0;0;0;0;3;2;3;0;21;0;0;0;1;0;0;0;0;0;0;139
"140060";"SAO LUIZ";0;0;0;5;38;0;0;1;17;0;0;0;0;0;0;7;5;10;1;15;0;0;0;2;0;0;0;0;0;0;101
"140070";"UIRAMUTA";0;0;0;6;91;0;1;7;52;0;0;0;0;0;0;1;4;2;0;32;1;0;0;1;1;0;0;0;0;0;199
"150010";"ABAETETUBA";0;1;0;26;989;26;56;24;214;95;3;15;8;3;16;189;72;272;30;289;6;6;0;323;7;0;0;0;2;4;2676
"150013";"ABEL FIGUEIREDO";0;0;0;1;43;2;0;10;14;0;0;0;3;1;0;8;6;8;1;20;1;1;0;2;0;0;0;0;0;0;121
"150020";"ACARA";0;0;0;10;303;5;6;67;115;4;0;1;1;1;6;31;27;20;0;89;2;2;3;61;1;0;0;0;0;0;755
"150030";"AFUA";0;0;0;0;188;2;30;27;122;0;1;1;1;0;1;7;0;1;0;30;0;0;0;1;1;0;0;0;0;1;414
"150034";"AGUA AZUL DO NORTE";0;0;0;9;202;5;10;16;4;2;0;2;0;0;2;18;8;14;0;19;2;0;0;6;0;0;0;0;0;0;319
"150040";"ALENQUER";0;0;0;52;703;5;16;64;176;3;1;4;5;0;0;46;18;33;2;61;0;2;0;4;2;0;0;0;1;3;1201
"150050";"ALMEIRIM";0;0;0;15;172;2;13;30;90;0;0;1;1;0;0;24;10;7;1;78;2;0;0;6;2;0;0;0;0;0;454
"150060";"ALTAMIRA";0;1;0;47;633;27;46;74;262;8;1;6;23;5;10;120;149;81;6;303;15;1;1;181;3;0;0;0;2;1;2006
"150070";"ANAJAS";0;0;0;1;140;4;20;30;72;2;0;0;1;2;0;9;18;9;0;33;1;1;0;18;1;0;0;0;0;0;362
"150080";"ANANINDEUA";0;5;0;79;3632;87;84;109;653;11;5;31;64;57;70;387;303;178;7;842;19;46;462;617;25;0;14;9;3;6;7805
"150085";"ANAPU";0;0;0;6;303;2;8;56;76;1;0;1;5;1;0;10;21;22;1;123;5;1;0;18;0;0;0;0;0;1;661
"150090";"AUGUSTO CORREA";1;2;0;0;919;6;9;39;114;10;0;2;8;2;1;43;28;24;3;82;0;30;0;32;3;0;0;0;0;0;1358
