"Codigo_Municipio";"Municipio";"Coleta_Material";"Diagnostico_Endoscopia";"Metodos_Diagnosticos_Especialidades";"Consultas_Atendimentos_Acompanhamentos";"Tratamentos_Clinicos_Outras_Especialidades";"Tratamento_Oncologia";"Tratamento_Nefrologia";"Tratamento_Lesoes_Envenenamentos_Outros_Causas_Externas";"Parto_Nascimento";"Pequenas_Cirurgias_Pele_Tecido_Subcutaneo_Mucosa";"Cirurgia_Glandulas_Endocrinas";"Cirurgia_Sistema_Nervoso_Central_Periferico";"Cirurgia_Vias_Aereas_Superiores_Face_Cabeca_Pescoco";"Cirurgia_Aparelho_Visao";"Cirurgia_Aparelho_Circulatorio";"Cirurgia_Aparelho_Digestivo_Orgaos_Anexos_Parede_Abdominal";"Cirurgia_Sistema_Osteomuscular";"Cirurgia_Aparelho_Geniturinario";"Cirugia_Mama";"Cirurgia_Obstetrica";"Cirurgia_Toracica";"Cirurgia_Reparadora";"Bucomaxilofacial";"Outras_Cirurgias";"Cirurgia_Oncologia";"Coleta_Exames_Doacao_Orgaos_Tecidos_Celulas_Transplante";"Acoes_Relacionadas_Doacao_Orgaos_Tecidos_Transplantes";"Processamento_Tecidos_Transplante";"Transplante_Orgaos_Tecidos_Celulas";"Acompanhamento_Intercorrencias_Pre_Pos_Transplante";"Total"
"110110";"ITAPUA DO OESTE";0;0;0;1,0;5,9;5,8;5,5;4,1;1,8;0;0;1,0;6,7;0;0;6,0;2,6;4,0;0;2,2;0;0;0;7,2;15,0;0;0;0;0;3,0;4,7
"110120";"MINISTRO ANDREAZZA";0;0;0;0;4,3;4,5;2,0;2,0;1,8;1,0;0;0;0;0;0;3,2;3,2;0;0;2,3;0;0;0;10,3;0;0;0;0;0;0;3,8
"110130";"MIRANTE DA SERRA";0;0;0;2,5;6,1;1,0;6,0;2,8;1,3;0;0;0;11,0;0;1,0;4,4;3,2;1,0;0;2,6;0;0;0;5,4;1,0;0;0;0;2,0;0;4,8
"110140";"MONTE NEGRO";0;0;0;1,0;4,8;5,0;3,2;4,2;1,2;0;0;7,0;0;0;3,0;4,0;4,9;1,0;0;2,1;0;1,0;0;5,0;0;0;0;0;0;0;4,0
"110143";"NOVA UNIAO";0;0;0;1,0;5,7;2,0;0;9,5;1,0;0;0;0;0;0;0;7,2;2,5;1,0;0;2,5;0;0;0;1,0;3,0;0;0;0;0;0;4,6
"110145";"PARECIS";0;0;0;1,3;5,0;3,0;0;3,5;0;0;0;0;0;0;0;2,0;4,0;0;0;2,6;0;0;0;0;0;0;0;0;0;0;1,6
"110146";"PIMENTEIRAS DO OESTE";0;0;0;1,3;5,6;0;0;3,3;1,0;0;0;0;0;0;0;3,5;7,3;0;0;1,7;0;0;0;3,0;9,0;0;0;0;0;0;4,1
"110147";"PRIMAVERA DE RONDONIA";0;0;0;0;3,9;1,0;2,0;1,3;1,5;0;0;0;0;0;2,0;4,0;0;3,0;0;2,0;0;0;0;1,0;0;0;0;0;0;0;2,8
"110148";"SAO FELIPE D'OESTE";0;0;0;2,3;2,1;5,0;2,5;1,7;0;0;0;0;0;0;0;0;7,3;2,0;0;1,9;0;0;0;4,0;2,0;0;0;0;0;0;2,6
"110149";"SAO FRANCISCO DO GUAPORE";0;0;0;2,0;3,9;4,0;5,0;5,8;1,0;0;0;36,0;0;0;0;1,0;9,6;1,0;0;1,8;6,0;0;0;10,0;1,0;0;0;0;0;0;4,3
"110150";"SERINGUEIRAS";0;0;0;1,3;3,8;0;2,6;3,8;1,4;0;0;0;1,0;0;0;2,2;2,4;1,3;0;1,0;2,0;0;0;7,0;1,5;0;0;0;0;0;2,7
"110155";"TEIXEIROPOLIS";0;0;0;0;5,4;0;2,0;21,0;0;0;0;0;0;0;0;3,0;0;0;0;2,0;0;0;0;7,0;1,0;0;0;0;0;0;4,9
"110160";"THEOBROMA";0;0;0;1,2;4,4;3,7;1,0;2,9;1,3;0,5;0;0;0;0;6,5;9,5;5,0;0;0;2,9;0;0;0;17,3;1,0;0;0;0;0;0;4,4
"110170";"URUPA";0;0;0;1,0;4,9;3,1;2,0;5,7;1,4;0;0;0;0;0;0;1,0;5,0;2,7;0;1,8;0;0;0;4,0;5,0;0;0;0;0;0;3,9
"110175";"VALE DO ANARI";0;0;0;0;4,6;6,3;0;8,0;1,3;0;0;0;0;0;0;2,7;9,0;0,5;0;2,3;1,0;0;0;1,0;0;0;0;0;0;0;3,7
"110180";"VALE DO PARAISO";0;0;0;0,5;2,8;1,0;2,0;2,2;1,4;0;0;0;0;0;0;2,0;2,5;1,0;0;1,8;0;0;0;0;0;0;0;0;0;0;2,4
"120001";"ACRELANDIA";0;0;0;1,5;8,4;0;0;10,0;1,9;1,0;0;7,0;1,0;0;3,0;5,5;3,8;2,3;0;3,0;0;0;0;13,3;4,0;0;0;0;0;0;5,0
"120005";"ASSIS BRASIL";1,0;0;0;1,1;5,6;27,0;11,0;3,0;1,3;0;0;4,0;0;0;0;5,7;11,0;3,0;0;2,3;0;0;1,0;0;0;0;0;0;0;0;4,4
"120010";"BRASILEIA";1,0;0;0;2,1;5,7;10,4;7,2;6,8;1,4;5,0;0;1,0;1,0;0;0;5,3;3,2;3,7;0;2,4;2,5;0;0;10,6;12,0;0;0;0;3,0;0;4,4
"120013";"BUJARI";0;0;0;0;6,9;2,8;4,7;4,0;1,7;0;0;0;0;0;49,0;1,0;2,0;2,3;0;2,6;0;1,0;0;0;0;0;0;0;1,0;0;4,9
"120017";"CAPIXABA";0;0;0;1,0;9,8;2,0;8,5;4,7;3,7;0;0;3,0;1,0;0;8,0;2,3;3,8;2,0;1,0;3,3;0;19,0;0;45,0;10,0;0;0;0;0;0;5,6
"120020";"CRUZEIRO DO SUL";0;0;0;2,1;6,0;17,1;9,9;7,7;1,7;0,8;3,0;3,3;6,0;1,9;7,2;4,2;2,5;4,3;7,7;2,5;6,3;4,5;0;4,8;2,0;0;0;0;6,0;1,0;4,4
"120025";"EPITACIOLANDIA";0;0;0;2,5;5,0;4,8;5,4;6,1;2,3;0;0;0,3;1,3;0;4,7;5,7;2,9;2,8;0;2,2;7,0;2,5;0;9,3;0;0;0;0;0;0;3,8
"120030";"FEIJO";1,0;0;0;3,5;8,3;13,8;2,3;5,4;1,6;3,5;0;5,0;9,0;0;1,0;7,8;3,0;2,0;0;2,4;6,0;22,0;0;4,0;2,0;0;0;0;1,0;18,7;4,9
"120032";"JORDAO";0;0;0;0;14,5;0;13,3;6,0;1,5;0;0;0;0;0;0;0;1,5;0;0;4,0;0;0;0;0;0;0;0;0;0;0;5,1
"120033";"MANCIO LIMA";0;0;0;1,2;6,2;3,3;3,5;16,5;1,8;0;0;0;0;0;7,7;2,8;1,3;6,4;0;2,8;8,0;0;0;0;2,0;0;0;0;0;3,0;3,9
"120034";"MANOEL URBANO";0;0;0;0,8;10,2;0;4,5;5,7;1,2;0;0;1,0;1,0;0;0;1,9;4,6;1,7;0;2,5;0;0;0;3,0;1,0;0;0;0;0;0;4,7
"120035";"MARECHAL THAUMATURGO";2,0;0;0;1,9;5,3;14,5;10,0;0;1,5;0;0;0;2,5;0;0;3,6;5,2;0;0;2,5;4,0;0;0;0;0;0;0;0;0;13,0;3,4
"120038";"PLACIDO DE CASTRO";0;0;0;0,5;8,4;5,6;0;6,6;2,1;0;0;2,5;0,7;0;0;2,0;5,0;1,3;0;2,8;0;0;0;0;2,0;0;0;0;0;0;4,9
"120039";"PORTO WALTER";0;0;0;2,5;3,7;0;0;5,0;3,2;0;0;0;0;0;2,0;3,5;1,1;5,0;0;2,6;0;0;0;1,0;0;0;0;0;0;0;3,0
"120040";"RIO BRANCO";0,9;9,0;11,0;1,1;9,3;7,6;7,8;7,4;2,1;1,2;3,7;6,1;2,9;1,0;7,8;2,6;4,2;2,3;1,5;2,7;8,2;1,8;1,0;8,4;3,1;0;0,8;0;9,9;7,3;5,0
"120042";"RODRIGUES ALVES";0;0;0;2,5;4,0;0;2,4;6,7;1,3;0;0;5,0;2,0;6,0;0;4,8;1,3;5,0;0;2,4;0;0;0;0;0;0;0;0;0;0;3,0
"120043";"SANTA ROSA DO PURUS";0;0;0;0;13,2;0;16,5;3,5;13,4;0;0;0;0;0;0;1,0;3,8;0;0;2,0;0;0;0;0;0;0;0;0;0;0;10,0
"120045";"SENADOR GUIOMARD";0;0;0;1,4;7,7;3,0;7,5;8,1;2,0;0;0;9,3;2,5;0;4,5;3,4;4,2;1,0;0;3,0;0;0;0;2,5;1,0;0;0;0;0;0;4,6
"120050";"SENA MADUREIRA";0;0;0;1,2;5,0;6,7;2,7;5,4;1,6;1,0;0;0;2,4;0;1,0;2,6;3,4;2,4;1,0;2,5;0;0;0;10,9;2,0;0;0;0;0;27,0;3,8
"120060";"TARAUACA";0;0;0;1,8;6,0;10,4;12,0;8,6;1,3;0;3,0;14,7;4,6;3,0;6,0;2,6;1,7;1,4;2,0;2,0;0;3,0;0;10,0;7,0;0;0;0;0;0;3,1
"120070";"XAPURI";0;0;0;1,4;6,0;8,5;3,0;5,3;2,0;0;0;4,2;1,0;0;0;2,1;5,0;5,8;0;2,8;30,0;0;0;25,0;0;0;0;0;0;0;4,8
"120080";"PORTO ACRE";0;0;0;1,0;8,9;25,5;2,5;9,0;2,0;0;0;0;7,7;0;1,0;2,9;4,3;1,4;0;3,6;0;0;0;1,0;0;0;0;0;0;0;4,8
"130002";"ALVARAES";0;0;0;5,7;4,6;0;2,7;4,9;2,3;0;0;0;0;0;0;4,0;2,6;2,0;0;2,3;0;0;0;12,0;0;0;0;0;0;0;3,7
"130006";"AMATURA";0;0;0;0;5,5;0;4,0;3,8;1,2;1,0;0;0;0;0;0;2,7;3,0;2,1;0;1,0;0;0;0;0;0;0;0;0;0;0;3,4
"130008";"ANAMA";0;0;0;0,5;5,8;0;0;14,0;1,7;0;0;0;0;0;0;4,0;2,0;0;0;1,8;0;0;0;0;0;0;0;0;0;0;3,8
"130010";"ANORI";0;0;0;0;5,1;0;0;3,3;2,1;0;0;0;0;0;0;8,0;5,7;2,0;0;3,1;0;0;2,0;2,0;3,0;0;0;0;0;0;4,5
"130014";"APUI";0;0;0;0;5,7;19,0;2,3;3,6;1,6;0,8;0;0;0;0;0;3,2;3,4;3,8;0;2,6;4,0;1,8;0;2,5;1,0;0;0;0;0;0;4,0
"130020";"ATALAIA DO NORTE";0;0;0;0;4,7;3,0;0;3,8;1,3;0;0;5,0;0;0;7,0;17,5;21,0;0;0;4,4;0;0;0;0;0;0;0;0;0;0;4,2
"130030";"AUTAZES";0;0;0;1,0;7,1;0;3,0;4,2;1,5;0;0;2,0;6,0;0;0,7;2,3;6,5;1,0;0;2,1;1,0;0;0;8,0;5,0;0;0;0;0;0;3,7
"130040";"BARCELOS";0;0;0;1,5;12,4;0;0;6,5;1,7;0;0;0;0;0;0;3,0;0;0;0;4,0;0;0;0;0;0;0;0;0;0;0;8,2
"130050";"BARREIRINHA";0;0;0;1,0;6,1;5,5;5,0;4,5;1,8;1,0;0;1,0;1,5;0;0;6,3;3,2;2,0;1,0;2,2;8,0;4,0;0;0;4,0;0;0;0;0;0;3,8
"130060";"BENJAMIN CONSTANT";0;0;0;0;7,5;7,0;4,3;4,4;2,0;0;0;0;1,0;1,0;7,3;2,4;17,2;4,5;0;3,2;0;34,0;0;4,0;0;0;0;0;0;11,0;5,0
"130063";"BERURI";0;0;0;0,5;3,7;0;4,5;2,0;2,0;0;0;0;1,5;0;3,3;5,1;3,3;2,0;0;2,6;0;8,0;0;5,0;0;0;0;0;0;0;3,0
"130068";"BOA VISTA DO RAMOS";0;0;0;0;3,3;0;3,0;3,1;1,9;0;0;0;1,0;0;0;11,0;5,0;3,0;0;2,5;0;3,0;0;0;0;0;0;0;0;0;3,1
"130070";"BOCA DO ACRE";0;0;0;1,0;4,4;20,5;5,7;6,2;2,0;33,0;0;6,5;0;0;5,0;3,3;3,5;2,6;1,0;2,4;13,0;3,0;0;21,3;3,0;0;0;0;0;0;3,8
"130080";"BORBA";0;0;0;3,0;3,5;10,0;3,1;3,3;1,7;0;0;0;0;0;2,5;3,3;4,6;1,8;0;2,6;9,0;0;0;8,5;5,0;0;0;0;0;0;3,0
"130083";"CAAPIRANGA";0;0;0;1,0;2,3;0;2,3;2,3;1,5;2,7;0;0;1,0;0;0;2,9;1,5;1,7;1,7;2,6;5,0;1,0;0;0;0;0;0;0;0;0;2,3
"130090";"CANUTAMA";0;0;0;0;4,9;19,0;2,3;7,0;2,0;0;0;11,5;0;0;0;6,0;0;1,7;0;2,0;0;0;0;1,0;2,0;0;0;0;0;0;3,8
"130100";"CARAUARI";0;0;0;0;5,8;5,3;3,0;6,0;1,5;0,5;3,0;0;0;0;0;2,1;6,0;1,2;0,7;2,4;7,5;8,7;0;20,5;0;0;0;0;0;0;2,7
"130110";"CAREIRO";0;0;0;0;4,0;3,3;0;4,3;1,2;1,0;0;12,0;15,0;0;10,0;2,5;6,3;1,0;0;2,0;1,0;0;0;30,7;0;0;0;0;0;0;3,4
"130115";"CAREIRO DA VARZEA";0;0;0;0;6,7;2,0;0;3,0;3,8;0;4,0;2,0;0;0;2,0;3,3;3,0;1,0;0;6,0;0;10,0;0;24,0;3,0;0;0;0;0;0;5,1
"130120";"COARI";0;0;0;3,7;4,2;9,1;3,4;3,8;1,9;0;0;0;1,0;0;2,3;2,4;2,8;2,1;2,0;2,5;2,8;0;0;0;9,3;0;0;0;0;0;3,3
"130130";"CODAJAS";0;0;0;1,0;4,3;8,6;0;2,0;2,5;0;0;0;2,0;0;5,0;7,2;10,2;2,7;1,5;3,0;0;20,0;0;5,8;2,0;0;0;0;0;0;4,1
"130140";"EIRUNEPE";1,0;0;0;1,0;3,5;0;2,0;12,2;1,4;0;0;24,0;2,0;0;0;5,8;5,3;1,8;2,0;2,6;3,0;0;0;0;6,0;0;0;0;0;0;3,6
"130150";"ENVIRA";0;0;0;2,0;2,9;56,0;3,0;2,0;2,0;3,0;0;6,0;16,0;0;0;2,0;21,0;2,0;0;2,1;0;0;0;0;2,0;0;0;0;0;0;3,1
"130160";"FONTE BOA";0;0;0;10,0;4,9;5,0;2,9;3,9;1,9;0;0;0;1,0;0;10,0;3,0;7,8;2,7;0;2,7;0;8,5;0;7,3;0;0;0;0;0;0;3,7
"130165";"GUAJARA";0;0;0;2,0;4,0;0;6,0;3,0;1,6;1,0;0;0;0;1,0;0;3,2;1,9;1,5;0;3,0;0;0;0;3,0;0;0;0;0;0;0;3,3
"130170";"HUMAITA";0;0;0;1,0;6,0;3,8;6,6;5,6;1,5;1,0;0;10,0;1,0;0;37,0;3,6;3,9;2,6;0;2,2;4,0;0;3,0;5,1;5,0;0;0;0;0;0;4,0
"130180";"IPIXUNA";0;0;0;0;4,8;0;2,0;3,3;1,2;1,3;0;0;0;0,5;0;6,7;6,2;6,8;0;2,1;8,0;0;0;1,0;0;0;0;0;0;0;3,9
"130185";"IRANDUBA";0;0;0;2,4;6,5;21,3;4,3;7,2;3,3;0;3,0;0;1,5;0;5,8;2,9;11,4;7,9;0;3,8;9,0;4,0;0;8,6;8,0;0;0;0;0;0;5,9
"130190";"ITACOATIARA";0;0;0;0,7;5,4;3,6;6,4;3,7;1,7;1,5;0;6,0;11,0;1,0;3,0;2,7;4,5;2,4;2,0;2,4;3,0;8,8;0;10,8;4,8;0;0;0;0;0;3,6
"130195";"ITAMARATI";0;0;0;0;17,0;3,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,9
"130200";"ITAPIRANGA";0;0;0;0;5,9;6,0;0;2,0;1,1;0;0;0;2,0;0;4,0;2,0;2,0;2,6;0;3,5;5,0;6,0;0;0;0;0;0;0;0;0;4,4
"130210";"JAPURA";0;0;0;0;3,7;0;1,0;3,5;1,2;0;0;0;0;0;0;12,0;4,3;1,0;0;2,0;0;0;0;2,0;2,0;0;0;0;0;0;2,5
"130220";"JURUA";0;0;0;0;3,5;6,0;0;3,0;1,4;0;0;0;0;0;0;1,0;5,0;0;0;2,3;0;0;0;0;0;0;0;0;0;0;2,7
"130230";"JUTAI";0;0;0;0;4,1;0;1,7;2,5;1,0;1,2;2,0;8,0;0;0;1,0;1,5;0,5;1,3;0;1,5;0;1,0;0;4,0;4,0;0;0;0;0;0;2,1
"130240";"LABREA";0;0;0;5,0;5,0;7,5;2,1;5,3;2,0;1,0;0;0;1,0;0;0;2,4;3,1;2,0;1,0;1,9;4,7;0;0;2,5;2,0;0;0;0;0;0;3,3
"130250";"MANACAPURU";0;0;0;2,2;4,7;8,0;3,7;4,3;1,9;0;3,0;1,0;1,0;0;6,3;2,3;4,0;1,9;0;2,2;9,0;9,1;0;8,7;5,6;0;0;0;0;0;3,4
"130255";"MANAQUIRI";0;0;0;1,0;4,0;3,0;0;4,7;2,1;0;0;0;3,0;0;0;5,5;7,4;1,3;0;2,2;0;0;0;14,5;12,7;0;0;0;0;13,5;4,4
"130260";"MANAUS";4,0;0;10,0;1,2;9,2;10,8;6,4;6,2;3,3;9,1;3,0;7,7;3,7;0,7;5,7;4,9;8,9;1,9;2,9;4,4;10,1;8,9;2,0;10,1;5,0;3,0;0,7;0;12,2;7,8;6,7
"130270";"MANICORE";0;0;0;4,0;4,9;2,0;5,5;2,8;1,7;1,4;0;12,9;4,0;0;0;2,9;6,3;2,1;7,0;2,2;5,0;0;0;6,3;3,0;0;0;0;0;0;3,5
"130280";"MARAA";0;0;0;0;8,2;0;0;4,0;1,8;0;0;0;0;0;0;0;8,0;0;0;1,0;0;1,0;0;5,0;2,0;0;0;0;0;0;5,9
"130290";"MAUES";0;0;0;1,0;4,8;0;3,6;3,5;1,2;0,8;0;11,0;2,0;0;0;2,2;7,4;1,9;0,5;2,1;4,3;0,5;0;1,5;2,7;0;0;0;0;0;3,1
"130300";"NHAMUNDA";0;0;0;1,0;4,9;12,7;3,6;2,5;1,3;0;2,0;0;0;1,0;0;2,6;2,0;2,3;1,0;2,3;0;0;0;0;0;0;0;0;0;0;3,4
"130310";"NOVA OLINDA DO NORTE";0;0;0;0;5,2;9,5;2,0;3,2;6,9;1,0;0;9,0;0;0;0;2,0;6,3;2,2;0;2,0;19,0;0;0;15,5;21,0;0;0;0;0;0;5,2
"130320";"NOVO AIRAO";1,0;0;0;1,3;3,3;1,0;0;2,3;1,5;1,0;0;0;0;0;0;4,5;3,5;2,2;3,0;2,3;0;5,5;0;0;0;0;0;0;0;0;2,7
